order_id,date,region,category,product,segment,units,revenue,cost
ORD-2323,2024-08-31,Central,Electronics,Pulse Earbuds,Consumer,1,358.02,215.83
ORD-2324,2024-08-31,West,Electronics,Nova Monitor,Consumer,5,2018.1,1275.91
ORD-2325,2024-08-31,Central,Office,Notebook Set,SMB,1,19.44,11.89
ORD-2326,2024-09-01,North,Office,Notebook Set,SMB,2,46.98,30.14
ORD-2327,2024-09-01,North,Electronics,Nova Monitor,SMB,2,786.95,457.79
ORD-2328,2024-09-01,Central,Office,Notebook Set,Consumer,5,122.09,74.59
ORD-2329,2024-09-01,South,Office,Gel Pens,Consumer,3,46.05,31.84
ORD-2330,2024-09-01,North,Furniture,Ergo Chair,Consumer,5,1236.8,748.49
ORD-2331,2024-09-02,West,Apparel,Trail Jacket,Corporate,5,308.94,214.74
ORD-2332,2024-09-02,Central,Apparel,Core Tee,Consumer,4,302.59,208.32
ORD-2333,2024-09-02,West,Electronics,Aura Laptop,Consumer,5,1335.51,923.08
ORD-2334,2024-09-03,West,Furniture,Oak Desk,Consumer,2,432.25,253.3
ORD-2335,2024-09-03,South,Furniture,Ergo Chair,Consumer,4,758.43,429.17
ORD-2336,2024-09-03,West,Electronics,Nova Monitor,Corporate,5,2092.35,1393.31
ORD-2337,2024-09-03,Central,Electronics,Aura Laptop,Consumer,5,1886.9,1079.79
ORD-2338,2024-09-04,North,Apparel,Trail Jacket,Corporate,2,113.55,77.34
ORD-2339,2024-09-04,North,Office,Gel Pens,Corporate,5,65.15,38.71
ORD-2340,2024-09-04,West,Office,Gel Pens,SMB,4,96.69,55.1
ORD-2341,2024-09-05,Central,Office,Gel Pens,Corporate,1,17.24,10.46
ORD-2342,2024-09-05,South,Office,Notebook Set,SMB,5,123.27,85.55
ORD-2343,2024-09-05,West,Apparel,Trail Jacket,SMB,5,445.86,283.58
ORD-2344,2024-09-05,West,Furniture,Ergo Chair,SMB,5,1095.47,640.46
ORD-2345,2024-09-06,Central,Office,Gel Pens,SMB,2,44.1,29.63
ORD-2346,2024-09-06,Central,Apparel,Core Tee,Consumer,4,319.79,211.22
ORD-2347,2024-09-07,South,Office,Notebook Set,SMB,3,48.85,27.38
ORD-2348,2024-09-07,East,Apparel,Core Tee,SMB,2,168.23,95.48
ORD-2349,2024-09-08,East,Furniture,Ergo Chair,Consumer,3,833.7,539.34
ORD-2350,2024-09-08,Central,Apparel,Core Tee,Corporate,3,287.41,190.43
ORD-2351,2024-09-09,North,Furniture,Oak Desk,Consumer,3,559.88,323.27
ORD-2352,2024-09-09,Central,Furniture,Ergo Chair,Corporate,2,660.63,404.21
ORD-2353,2024-09-09,Central,Office,Notebook Set,Consumer,2,28.38,17.67
ORD-2354,2024-09-09,South,Office,Gel Pens,SMB,5,122.43,80.18
ORD-2355,2024-09-09,West,Apparel,Trail Jacket,Corporate,5,297.03,189.19
ORD-2356,2024-09-10,East,Office,Gel Pens,Corporate,5,64.21,44.71
ORD-2357,2024-09-10,West,Office,Notebook Set,Consumer,2,40.61,27.19
ORD-2358,2024-09-11,Central,Furniture,Ergo Chair,Corporate,4,977.76,678.91
ORD-2359,2024-09-11,North,Electronics,Nova Monitor,Corporate,5,1731.3,991.92
ORD-2360,2024-09-12,North,Office,Notebook Set,SMB,4,94.36,62.25
ORD-2361,2024-09-12,East,Apparel,Core Tee,Consumer,5,353.27,246.44
ORD-2362,2024-09-13,South,Apparel,Trail Jacket,Corporate,1,49.61,29.34
ORD-2363,2024-09-13,North,Electronics,Aura Laptop,SMB,3,1054.74,738.15
ORD-2364,2024-09-13,Central,Furniture,Ergo Chair,SMB,4,986.19,554.21
ORD-2365,2024-09-13,South,Office,Gel Pens,SMB,1,20.6,13.98
ORD-2366,2024-09-14,East,Electronics,Aura Laptop,Corporate,1,391.04,252.5
ORD-2367,2024-09-14,South,Electronics,Nova Monitor,SMB,5,1869.88,1134.76
ORD-2368,2024-09-15,South,Electronics,Pulse Earbuds,Consumer,5,1717.3,954.2
ORD-2369,2024-09-15,South,Apparel,Trail Jacket,Consumer,1,95.52,65.92
ORD-2370,2024-09-15,Central,Apparel,Core Tee,Consumer,4,233.96,145.57
ORD-2371,2024-09-15,West,Apparel,Core Tee,Corporate,3,241.39,158.44
ORD-2372,2024-09-16,West,Apparel,Trail Jacket,Consumer,5,471.18,292.06
ORD-2373,2024-09-16,North,Office,Notebook Set,Corporate,2,32.2,21.45
ORD-2374,2024-09-16,Central,Electronics,Nova Monitor,SMB,3,1571.44,1017.94
ORD-2375,2024-09-16,Central,Office,Gel Pens,Corporate,5,118.51,78.86
ORD-2376,2024-09-17,Central,Apparel,Core Tee,Corporate,5,277.59,174.6
ORD-2377,2024-09-17,North,Electronics,Pulse Earbuds,SMB,1,351.3,223.47
ORD-2378,2024-09-18,West,Furniture,Ergo Chair,Corporate,2,528.06,297.69
ORD-2379,2024-09-18,North,Furniture,Ergo Chair,Consumer,2,670.78,423.6
ORD-2380,2024-09-18,East,Apparel,Core Tee,Corporate,4,342.07,234.46
ORD-2381,2024-09-18,West,Office,Notebook Set,Corporate,1,15.72,9.96
ORD-2382,2024-09-18,West,Apparel,Core Tee,SMB,1,57.87,32.13
ORD-2383,2024-09-19,Central,Electronics,Aura Laptop,Consumer,3,874.68,497.74
ORD-2384,2024-09-19,North,Furniture,Ergo Chair,Corporate,3,797.68,537.35
ORD-2385,2024-09-20,East,Electronics,Nova Monitor,Corporate,4,1319.64,771.63
ORD-2386,2024-09-20,South,Office,Gel Pens,Corporate,1,23.53,14.29
ORD-2387,2024-09-20,West,Apparel,Trail Jacket,SMB,4,227.69,128.09
ORD-2388,2024-09-21,Central,Furniture,Ergo Chair,Corporate,3,713.05,438.3
ORD-2389,2024-09-21,East,Furniture,Oak Desk,Corporate,5,1762.51,1067.98
ORD-2390,2024-09-21,South,Furniture,Ergo Chair,Corporate,2,619.6,391.97
ORD-2391,2024-09-22,Central,Apparel,Trail Jacket,Corporate,4,246.89,157.54
ORD-2392,2024-09-22,North,Apparel,Core Tee,Consumer,1,54.51,32.84
ORD-2393,2024-09-22,North,Electronics,Pulse Earbuds,Corporate,2,1056.64,682.39
ORD-2394,2024-09-23,South,Furniture,Oak Desk,Corporate,4,1212.51,770.27
ORD-2395,2024-09-23,Central,Furniture,Ergo Chair,SMB,4,1134.22,704.71
ORD-2396,2024-09-23,East,Apparel,Trail Jacket,Corporate,5,247.02,143.36
ORD-2397,2024-09-23,North,Furniture,Oak Desk,Consumer,5,1216.68,850.27
ORD-2398,2024-09-23,North,Furniture,Ergo Chair,Consumer,3,984.38,674.54
ORD-2399,2024-09-24,North,Office,Notebook Set,SMB,4,57.79,35.25
ORD-2400,2024-09-24,North,Furniture,Ergo Chair,Corporate,5,1751.57,990.58
ORD-2401,2024-09-24,South,Furniture,Oak Desk,Consumer,2,408.52,278
ORD-2402,2024-09-25,North,Furniture,Ergo Chair,Consumer,4,1241.37,831.13
ORD-2403,2024-09-25,North,Apparel,Core Tee,SMB,5,317.66,176.34
ORD-2404,2024-09-25,North,Office,Notebook Set,SMB,4,74.28,49.77
ORD-2405,2024-09-25,East,Electronics,Pulse Earbuds,Corporate,3,910.98,591.38
ORD-2406,2024-09-25,East,Furniture,Oak Desk,Consumer,2,375.49,241.21
ORD-2407,2024-09-26,East,Furniture,Oak Desk,Consumer,1,203.39,116.93
ORD-2408,2024-09-26,East,Electronics,Aura Laptop,Consumer,3,1553.48,924.1
ORD-2409,2024-09-26,Central,Apparel,Trail Jacket,Consumer,3,276.51,173
ORD-2410,2024-09-27,East,Apparel,Core Tee,SMB,3,206.24,114.65
ORD-2411,2024-09-27,East,Office,Notebook Set,Corporate,1,24.23,13.83
ORD-2412,2024-09-28,Central,Furniture,Oak Desk,Corporate,2,447.65,285.56
ORD-2413,2024-09-28,Central,Office,Gel Pens,Corporate,2,44.67,30.13
ORD-2414,2024-09-28,East,Electronics,Aura Laptop,SMB,5,2394.23,1607.51
ORD-2415,2024-09-28,North,Furniture,Ergo Chair,Consumer,1,244.98,150.77
ORD-2416,2024-09-28,North,Office,Gel Pens,Corporate,2,39.21,21.96
ORD-2417,2024-09-29,South,Apparel,Core Tee,Corporate,1,66.19,44.55
ORD-2418,2024-09-29,North,Apparel,Core Tee,SMB,4,324.39,212.31
ORD-2419,2024-09-29,Central,Apparel,Trail Jacket,SMB,2,149.74,87.37
ORD-2420,2024-09-29,South,Electronics,Aura Laptop,Corporate,4,1226.97,714.45
ORD-2421,2024-09-30,South,Office,Notebook Set,Consumer,1,12.93,7.61
ORD-2422,2024-09-30,North,Furniture,Ergo Chair,Corporate,4,1214.78,692.85
ORD-2423,2024-10-01,North,Apparel,Core Tee,Corporate,4,342.48,203.56
ORD-2424,2024-10-01,East,Apparel,Trail Jacket,Consumer,2,124.7,79.19
ORD-2425,2024-10-01,North,Electronics,Pulse Earbuds,SMB,1,337.98,233.5
ORD-2426,2024-10-01,East,Furniture,Oak Desk,Consumer,3,661.78,462.51
ORD-2427,2024-10-02,West,Furniture,Oak Desk,SMB,4,911.9,550.74
ORD-2428,2024-10-02,East,Furniture,Ergo Chair,Consumer,3,683.98,444.17
ORD-2429,2024-10-02,East,Apparel,Core Tee,Consumer,2,190.62,115.75
ORD-2430,2024-10-03,Central,Apparel,Core Tee,Corporate,4,263.63,173.71
ORD-2431,2024-10-03,South,Furniture,Ergo Chair,Corporate,2,715.57,416.62
ORD-2432,2024-10-03,East,Office,Gel Pens,Corporate,2,31.89,20.64
ORD-2433,2024-10-04,West,Apparel,Trail Jacket,Consumer,4,306.94,192.73
ORD-2434,2024-10-04,West,Office,Gel Pens,SMB,1,22.87,12.79
ORD-2435,2024-10-04,North,Apparel,Trail Jacket,Consumer,2,143.21,93.08
ORD-2436,2024-10-04,West,Furniture,Ergo Chair,SMB,5,1729.76,1051.7
ORD-2437,2024-10-04,West,Electronics,Pulse Earbuds,Corporate,2,883.29,587.87
ORD-2438,2024-10-05,North,Office,Notebook Set,SMB,1,23.88,15.96
ORD-2439,2024-10-05,East,Furniture,Ergo Chair,Consumer,5,1431.52,900.03
ORD-2440,2024-10-05,East,Electronics,Pulse Earbuds,Corporate,5,1703.68,963.25
ORD-2441,2024-10-06,East,Apparel,Trail Jacket,Consumer,2,122.18,70.65
ORD-2442,2024-10-06,North,Electronics,Aura Laptop,Consumer,4,1096.23,716.42
ORD-2443,2024-10-06,East,Electronics,Pulse Earbuds,Consumer,4,1288.69,868.02
ORD-2444,2024-10-06,North,Furniture,Oak Desk,SMB,1,263.72,145.56
ORD-2445,2024-10-07,West,Apparel,Trail Jacket,Corporate,4,324.24,214.23
ORD-2446,2024-10-07,North,Office,Gel Pens,Consumer,2,33.04,22.96
ORD-2447,2024-10-08,West,Furniture,Oak Desk,Corporate,1,315.62,202.51
ORD-2448,2024-10-08,South,Furniture,Oak Desk,SMB,4,1220.45,796.59
ORD-2449,2024-10-08,West,Office,Notebook Set,Consumer,5,87.28,48.57
ORD-2450,2024-10-08,East,Electronics,Aura Laptop,Corporate,4,1619.63,1058.79
ORD-2451,2024-10-08,North,Furniture,Oak Desk,Consumer,2,387.05,219.13
ORD-2452,2024-10-09,North,Electronics,Pulse Earbuds,SMB,1,481.41,327.6
ORD-2453,2024-10-09,East,Electronics,Aura Laptop,Corporate,2,710.66,461.7
ORD-2454,2024-10-10,West,Electronics,Aura Laptop,Corporate,2,991.43,619.71
ORD-2455,2024-10-10,West,Electronics,Nova Monitor,SMB,1,523.7,357.01
ORD-2456,2024-10-11,South,Office,Notebook Set,Corporate,3,62.91,40.36
ORD-2457,2024-10-11,West,Apparel,Core Tee,Corporate,2,135.66,91.88
ORD-2458,2024-10-11,West,Electronics,Aura Laptop,Consumer,2,596.4,353.68
ORD-2459,2024-10-11,East,Apparel,Trail Jacket,SMB,5,393.66,218.2
ORD-2460,2024-10-12,Central,Apparel,Trail Jacket,SMB,3,195.96,122.02
ORD-2461,2024-10-12,South,Electronics,Pulse Earbuds,SMB,4,1963.03,1333.66
ORD-2462,2024-10-13,North,Apparel,Core Tee,SMB,4,222.67,143.19
ORD-2463,2024-10-13,East,Electronics,Nova Monitor,Consumer,3,1049.22,670.19
ORD-2464,2024-10-14,North,Apparel,Trail Jacket,SMB,1,64.28,37.33
ORD-2465,2024-10-14,West,Apparel,Core Tee,SMB,4,363.75,216.01
ORD-2466,2024-10-14,South,Apparel,Trail Jacket,Consumer,3,153.81,96.85
ORD-2467,2024-10-14,South,Electronics,Pulse Earbuds,Corporate,4,1806.38,1071.78
ORD-2468,2024-10-15,Central,Furniture,Ergo Chair,Corporate,5,1526.82,929.89
ORD-2469,2024-10-15,West,Electronics,Nova Monitor,SMB,4,1942.13,1152.51
ORD-2470,2024-10-16,North,Furniture,Ergo Chair,SMB,4,894.77,623.76
ORD-2471,2024-10-16,South,Electronics,Pulse Earbuds,SMB,4,1618.1,971.29
ORD-2472,2024-10-16,East,Apparel,Trail Jacket,Corporate,2,113.89,70.96
ORD-2473,2024-10-17,North,Furniture,Oak Desk,SMB,2,498.02,333.28
ORD-2474,2024-10-17,East,Office,Gel Pens,Corporate,2,26.67,18.32
ORD-2475,2024-10-17,West,Apparel,Trail Jacket,Consumer,1,93.2,63.64
ORD-2476,2024-10-18,Central,Electronics,Nova Monitor,Corporate,2,1008.94,632.43
ORD-2477,2024-10-18,North,Electronics,Aura Laptop,SMB,1,280.26,180.96
ORD-2478,2024-10-18,South,Apparel,Core Tee,Corporate,2,167.5,109.91
ORD-2479,2024-10-19,East,Office,Gel Pens,Corporate,4,76.78,47.82
ORD-2480,2024-10-19,Central,Furniture,Ergo Chair,Corporate,5,985.51,546.26
ORD-2481,2024-10-19,West,Apparel,Trail Jacket,SMB,3,157.08,87.61
ORD-2482,2024-10-20,North,Apparel,Trail Jacket,SMB,5,457.02,252.36
ORD-2483,2024-10-20,East,Furniture,Oak Desk,SMB,2,673.07,455.21
ORD-2484,2024-10-20,West,Furniture,Oak Desk,Corporate,4,743.96,444.61
ORD-2485,2024-10-20,Central,Office,Gel Pens,SMB,4,91.33,54.38
ORD-2486,2024-10-21,East,Furniture,Ergo Chair,Corporate,2,426.4,279.57
ORD-2487,2024-10-21,North,Apparel,Trail Jacket,Corporate,4,333.75,201.22
ORD-2488,2024-10-22,West,Office,Gel Pens,SMB,4,85.58,54.19
ORD-2489,2024-10-22,South,Office,Notebook Set,Corporate,2,32.24,22.55
ORD-2490,2024-10-22,West,Electronics,Nova Monitor,Corporate,1,401.95,248.77
ORD-2491,2024-10-22,West,Apparel,Core Tee,SMB,4,375.21,254.75
ORD-2492,2024-10-23,Central,Furniture,Ergo Chair,SMB,3,739.89,463.85
ORD-2493,2024-10-23,East,Office,Gel Pens,Corporate,3,58.86,35.19
ORD-2494,2024-10-23,West,Apparel,Core Tee,SMB,1,76.71,51.53
ORD-2495,2024-10-23,West,Office,Notebook Set,Consumer,5,95.8,62.82
ORD-2496,2024-10-23,South,Apparel,Trail Jacket,SMB,5,277.37,176.57
ORD-2497,2024-10-24,North,Furniture,Ergo Chair,SMB,5,1100.84,647.99
ORD-2498,2024-10-24,West,Electronics,Pulse Earbuds,Corporate,1,524.87,356.28
ORD-2499,2024-10-24,West,Office,Gel Pens,SMB,4,50.41,29.78
ORD-2500,2024-10-24,North,Furniture,Ergo Chair,SMB,2,578.02,347.56
ORD-2501,2024-10-24,East,Office,Gel Pens,Consumer,3,72.39,45.2
ORD-2502,2024-10-25,South,Electronics,Aura Laptop,Corporate,5,2381.45,1616.86
ORD-2503,2024-10-25,North,Apparel,Trail Jacket,SMB,2,130.66,85.43
ORD-2504,2024-10-26,West,Apparel,Core Tee,SMB,3,269.78,182.72
ORD-2505,2024-10-26,East,Electronics,Aura Laptop,Consumer,3,1109.88,613.26
ORD-2506,2024-10-26,West,Electronics,Nova Monitor,Consumer,4,1089,605.36
ORD-2507,2024-10-26,West,Electronics,Aura Laptop,SMB,5,2041.07,1381
ORD-2508,2024-10-26,West,Office,Gel Pens,SMB,5,114.52,73.54
ORD-2509,2024-10-27,East,Office,Gel Pens,Corporate,2,34.63,23.69
ORD-2510,2024-10-27,West,Furniture,Ergo Chair,Corporate,5,1621.53,1094.42
ORD-2511,2024-10-27,West,Office,Gel Pens,SMB,5,121.25,81.85
ORD-2512,2024-10-27,East,Apparel,Trail Jacket,Consumer,3,207.01,117.34
ORD-2513,2024-10-28,East,Office,Notebook Set,Corporate,4,64.87,36.85
ORD-2514,2024-10-28,North,Furniture,Ergo Chair,Consumer,1,327.55,206.52
ORD-2515,2024-10-29,East,Apparel,Core Tee,Consumer,5,418.23,278.82
ORD-2516,2024-10-29,Central,Apparel,Core Tee,Consumer,1,55.58,33.86
ORD-2517,2024-10-29,North,Electronics,Pulse Earbuds,Corporate,4,1367.95,888.25
ORD-2518,2024-10-30,North,Furniture,Ergo Chair,Consumer,3,1086.68,734.14
ORD-2519,2024-10-30,East,Office,Notebook Set,Consumer,3,68.53,39.35
ORD-2520,2024-10-31,West,Apparel,Core Tee,SMB,2,99.12,69.31
ORD-2521,2024-10-31,West,Furniture,Oak Desk,SMB,3,807.98,476.58
ORD-2522,2024-10-31,South,Electronics,Aura Laptop,SMB,4,1073.26,602.09
ORD-2523,2024-10-31,Central,Office,Gel Pens,Consumer,4,89.48,57.24
ORD-2524,2024-10-31,North,Apparel,Trail Jacket,Consumer,5,291.79,188.32
ORD-2525,2024-11-01,East,Electronics,Nova Monitor,Corporate,3,1429.16,917.75
ORD-2526,2024-11-01,South,Office,Gel Pens,SMB,2,44.05,27.24
ORD-2527,2024-11-01,Central,Electronics,Aura Laptop,SMB,2,681.38,401.68
ORD-2528,2024-11-02,South,Apparel,Trail Jacket,Consumer,4,285.21,161.54
ORD-2529,2024-11-02,East,Apparel,Trail Jacket,Corporate,1,49.63,33.81
ORD-2530,2024-11-02,North,Office,Notebook Set,Corporate,2,28.91,18.8
ORD-2531,2024-11-02,North,Furniture,Ergo Chair,SMB,1,197.21,109.41
ORD-2532,2024-11-03,South,Furniture,Oak Desk,Corporate,3,675.46,437.79
ORD-2533,2024-11-03,East,Furniture,Ergo Chair,Consumer,5,1249.49,755.62
ORD-2534,2024-11-03,East,Apparel,Trail Jacket,Consumer,3,236.04,152.39
ORD-2535,2024-11-03,South,Furniture,Oak Desk,SMB,1,293.59,175.28
ORD-2536,2024-11-04,West,Apparel,Trail Jacket,SMB,3,261.95,178.71
ORD-2537,2024-11-04,North,Apparel,Trail Jacket,Consumer,2,117.6,78.22
ORD-2538,2024-11-04,South,Electronics,Pulse Earbuds,Corporate,1,522.37,326.28
ORD-2539,2024-11-05,South,Apparel,Trail Jacket,Corporate,1,91.24,54.49
ORD-2540,2024-11-05,East,Furniture,Ergo Chair,SMB,2,442.77,257.5
ORD-2541,2024-11-05,South,Apparel,Trail Jacket,Corporate,5,246.72,145.45
ORD-2542,2024-11-06,West,Furniture,Ergo Chair,Consumer,3,784.5,540.24
ORD-2543,2024-11-06,North,Furniture,Oak Desk,Consumer,2,663.22,419.32
ORD-2544,2024-11-06,North,Office,Notebook Set,Consumer,5,94.35,65.02
ORD-2545,2024-11-06,Central,Electronics,Nova Monitor,Corporate,4,1741.72,1079.35
ORD-2546,2024-11-06,South,Office,Notebook Set,Corporate,1,21.24,12.14
ORD-2547,2024-11-07,Central,Office,Gel Pens,Corporate,5,66.83,40.82
ORD-2548,2024-11-07,East,Office,Gel Pens,SMB,4,59.98,35.33
ORD-2549,2024-11-08,West,Office,Notebook Set,Corporate,5,81.68,54.54
ORD-2550,2024-11-08,Central,Apparel,Trail Jacket,Consumer,2,102.65,56.87
ORD-2551,2024-11-08,South,Office,Gel Pens,SMB,4,76.93,53.34
ORD-2552,2024-11-08,East,Office,Gel Pens,Corporate,3,72.54,42.69
ORD-2553,2024-11-08,East,Furniture,Oak Desk,Consumer,4,1038.73,709.71
ORD-2554,2024-11-09,West,Electronics,Aura Laptop,Consumer,2,921.42,534.84
ORD-2555,2024-11-09,Central,Electronics,Nova Monitor,Consumer,4,1459.79,956.68
ORD-2556,2024-11-10,Central,Electronics,Pulse Earbuds,Corporate,1,447,263
ORD-2557,2024-11-10,North,Electronics,Pulse Earbuds,SMB,4,1256.94,844.01
ORD-2558,2024-11-10,Central,Furniture,Ergo Chair,SMB,2,524.27,357.31
ORD-2559,2024-11-11,West,Office,Notebook Set,Consumer,5,83.64,57.76
ORD-2560,2024-11-11,West,Electronics,Aura Laptop,Consumer,2,1012.38,599.12
ORD-2561,2024-11-11,North,Furniture,Oak Desk,Consumer,2,481.33,305.39
ORD-2562,2024-11-11,Central,Office,Gel Pens,Consumer,3,45.79,29.24
ORD-2563,2024-11-11,South,Furniture,Ergo Chair,SMB,5,1781.39,1166.55
ORD-2564,2024-11-12,North,Office,Notebook Set,Corporate,4,54.28,31.99
ORD-2565,2024-11-12,South,Office,Gel Pens,Corporate,1,20.14,11.48
ORD-2566,2024-11-12,Central,Apparel,Core Tee,Consumer,1,85.12,55.66
ORD-2567,2024-11-12,East,Electronics,Pulse Earbuds,Corporate,2,546.92,376.47
ORD-2568,2024-11-12,North,Electronics,Pulse Earbuds,Consumer,1,517.12,294.63
ORD-2569,2024-11-13,South,Office,Notebook Set,Corporate,5,74.13,51.54
ORD-2570,2024-11-13,Central,Office,Gel Pens,Consumer,3,38.85,24.85
ORD-2571,2024-11-13,Central,Electronics,Aura Laptop,SMB,3,854.84,520.44
ORD-2572,2024-11-13,Central,Electronics,Pulse Earbuds,Corporate,3,1189.55,702.34
ORD-2573,2024-11-14,East,Office,Gel Pens,SMB,2,45.06,25.3
ORD-2574,2024-11-14,West,Electronics,Aura Laptop,Corporate,5,2185.26,1221.99
ORD-2575,2024-11-14,East,Office,Gel Pens,Consumer,1,22.68,15.25
ORD-2576,2024-11-15,South,Office,Notebook Set,Corporate,5,68.98,43.47
ORD-2577,2024-11-15,South,Office,Gel Pens,Corporate,3,46.28,31.78
ORD-2578,2024-11-15,South,Electronics,Aura Laptop,Consumer,3,1021.48,678.42
ORD-2579,2024-11-15,Central,Furniture,Oak Desk,SMB,1,197.89,128.84
ORD-2580,2024-11-15,West,Electronics,Nova Monitor,SMB,4,2096.52,1176.38
ORD-2581,2024-11-16,Central,Office,Notebook Set,SMB,3,47.26,29.46
ORD-2582,2024-11-16,East,Furniture,Ergo Chair,Consumer,3,675.83,426.68
ORD-2583,2024-11-17,West,Furniture,Oak Desk,SMB,2,594.53,388.7
ORD-2584,2024-11-17,South,Furniture,Ergo Chair,Consumer,2,599.98,366.68
ORD-2585,2024-11-17,East,Apparel,Trail Jacket,Consumer,2,100.24,58.33
ORD-2586,2024-11-17,East,Office,Notebook Set,SMB,2,32.94,19.46
ORD-2587,2024-11-17,Central,Apparel,Trail Jacket,Consumer,4,238.22,138.79
ORD-2588,2024-11-18,Central,Apparel,Core Tee,Corporate,3,168.54,106.09
ORD-2589,2024-11-18,Central,Electronics,Aura Laptop,SMB,3,1159.23,769.7
ORD-2590,2024-11-18,West,Electronics,Pulse Earbuds,SMB,4,1849.12,1135.39
ORD-2591,2024-11-18,North,Furniture,Oak Desk,SMB,2,706.57,407.17
ORD-2592,2024-11-19,East,Furniture,Oak Desk,Consumer,5,1157.86,720.08
ORD-2593,2024-11-19,West,Furniture,Ergo Chair,SMB,2,720.02,457.79
ORD-2594,2024-11-19,Central,Furniture,Ergo Chair,SMB,5,1603.41,1068.74
ORD-2595,2024-11-19,West,Electronics,Nova Monitor,Corporate,4,2074.48,1353.79
ORD-2596,2024-11-20,South,Furniture,Ergo Chair,Consumer,2,567.87,333.62
ORD-2597,2024-11-20,South,Electronics,Nova Monitor,SMB,3,1327.42,746.11
ORD-2598,2024-11-20,South,Office,Notebook Set,Corporate,3,64.92,42.09
ORD-2599,2024-11-20,North,Electronics,Pulse Earbuds,SMB,2,838.2,480.53
ORD-2600,2024-11-21,South,Office,Notebook Set,SMB,3,51.5,28.53
ORD-2601,2024-11-21,South,Office,Notebook Set,Corporate,2,44.53,28.37
ORD-2602,2024-11-21,South,Furniture,Oak Desk,SMB,2,531.34,350.91
ORD-2603,2024-11-22,East,Apparel,Core Tee,Consumer,1,71.69,43.62
ORD-2604,2024-11-22,North,Electronics,Nova Monitor,Corporate,1,486.69,314.3
ORD-2605,2024-11-22,Central,Furniture,Oak Desk,Corporate,2,383.55,252.55
ORD-2606,2024-11-22,North,Apparel,Core Tee,Corporate,4,385.23,218.29
ORD-2607,2024-11-23,Central,Furniture,Ergo Chair,Corporate,1,194.51,114.51
ORD-2608,2024-11-23,South,Apparel,Trail Jacket,SMB,5,349.95,232.11
ORD-2609,2024-11-23,North,Furniture,Ergo Chair,SMB,5,1739.73,1186.71
ORD-2610,2024-11-24,North,Furniture,Ergo Chair,Consumer,3,832.57,495.06
ORD-2611,2024-11-24,West,Office,Gel Pens,SMB,2,33.96,20.95
ORD-2612,2024-11-25,South,Electronics,Pulse Earbuds,Consumer,5,1381.12,770.42
ORD-2613,2024-11-25,North,Electronics,Nova Monitor,SMB,5,1893.34,1050.3
ORD-2614,2024-11-26,East,Furniture,Ergo Chair,Corporate,4,1269.68,832.36
ORD-2615,2024-11-26,South,Furniture,Oak Desk,Corporate,1,320.83,181.48
ORD-2616,2024-11-27,West,Electronics,Aura Laptop,Corporate,4,1440.62,875.95
ORD-2617,2024-11-27,South,Electronics,Nova Monitor,Corporate,3,1004.55,556.99
ORD-2618,2024-11-27,North,Furniture,Oak Desk,Corporate,2,505.2,293.76
ORD-2619,2024-11-27,West,Furniture,Ergo Chair,Corporate,4,787.2,472.23
ORD-2620,2024-11-28,East,Furniture,Ergo Chair,Consumer,2,581.19,361.9
ORD-2621,2024-11-28,North,Furniture,Oak Desk,Corporate,4,1088.24,620.23
ORD-2622,2024-11-28,North,Electronics,Nova Monitor,SMB,4,1148.76,788.25
ORD-2623,2024-11-29,North,Office,Notebook Set,Consumer,3,56.93,31.62
ORD-2624,2024-11-29,East,Apparel,Core Tee,Consumer,4,267.21,169.33
ORD-2625,2024-11-30,Central,Furniture,Oak Desk,SMB,5,1648.77,1039.36
ORD-2626,2024-11-30,East,Furniture,Ergo Chair,SMB,3,861.39,514.18
ORD-2627,2024-11-30,North,Furniture,Oak Desk,Corporate,1,297.4,185.88
ORD-2628,2024-11-30,North,Office,Gel Pens,Consumer,5,110.13,61.72
ORD-2629,2024-11-30,West,Apparel,Core Tee,SMB,2,127.3,80.22
ORD-2630,2024-12-01,East,Electronics,Pulse Earbuds,Corporate,5,1784.4,1146.21
ORD-2631,2024-12-01,North,Electronics,Aura Laptop,Corporate,2,1034.58,706.45
ORD-2632,2024-12-01,South,Office,Gel Pens,Corporate,4,60.64,36
ORD-2633,2024-12-01,South,Apparel,Core Tee,SMB,5,481.45,286.13
ORD-2634,2024-12-02,East,Apparel,Trail Jacket,SMB,5,256.27,155.54
ORD-2635,2024-12-02,North,Electronics,Aura Laptop,Corporate,1,435.75,301.15
ORD-2636,2024-12-02,Central,Furniture,Oak Desk,Corporate,1,212.98,142.19
ORD-2637,2024-12-03,West,Apparel,Trail Jacket,Consumer,2,173.45,118.15
ORD-2638,2024-12-03,South,Furniture,Oak Desk,Corporate,5,915.17,504.05
ORD-2639,2024-12-03,South,Apparel,Trail Jacket,Consumer,2,160.74,108.98
ORD-2640,2024-12-03,West,Apparel,Core Tee,Consumer,4,335.64,220.59
ORD-2641,2024-12-03,Central,Furniture,Oak Desk,Consumer,3,597.06,346.73
ORD-2642,2024-12-04,North,Electronics,Pulse Earbuds,Corporate,2,886.95,522.99
ORD-2643,2024-12-04,West,Office,Notebook Set,Consumer,4,79.75,47.6
ORD-2644,2024-12-04,South,Electronics,Aura Laptop,SMB,3,1090.65,613.04
ORD-2645,2024-12-04,West,Electronics,Aura Laptop,Consumer,5,1929.78,1093.82
